usuarioId,filmeId,nota
7,1219,5.0
7,2717,3.5
7,2324,2.0
7,8970,2.5
7,1210,4.0
7,356,5.0
7,2683,2.0
7,3114,4.5
7,5952,4.5
7,2019,5.0
7,8360,3.5
7,260,5.0
7,2628,1.5
7,750,4.0
7,1617,3.0
7,1917,4.0
7,1183,1.5
7,45730,0.5
7,165,4.0
7,33794,2.0
7,1923,1.5
7,30812,3.5
7,8783,1.0
7,8665,3.5
7,8207,4.5
7,5459,3.0
7,8373,2.0
7,8907,1.0
7,8808,1.5
7,4993,4.5
7,34319,4.5
7,5502,1.5
7,33493,1.0
7,3977,2.5
7,48516,1.0
7,8957,4.0
7,8666,1.0
7,58,3.0
7,37741,3.5
7,3994,3.0
8,590,5.0
8,440,3.0
8,457,3.0
8,592,3.0
8,364,5.0
8,480,4.0
8,593,4.0
8,10,2.0
8,357,5.0
8,253,5.0
8,587,3.0
8,231,4.0
8,380,5.0
8,39,3.0
8,296,4.0
8,11,4.0
8,21,4.0
8,185,5.0
8,539,3.0
8,432,1.0
8,2,4.0
8,500,2.0
8,110,3.0
8,153,2.0
9,5481,5.0
9,2023,3.0
9,187,3.0
9,41,3.0
9,627,3.0
9,6001,4.0
9,5988,2.0
9,3173,2.0
9,5891,1.0
9,223,4.0
9,5378,3.0
9,5890,4.0
9,2011,3.0
9,1270,5.0
9,3735,3.0
9,5445,4.0
9,6044,2.0
9,2012,4.0
9,1095,4.0
9,2877,3.0
9,5965,4.0
9,4558,1.0
9,5841,1.0
10,6155,3.0
10,51705,4.5
10,95449,4.0
10,136020,5.0
10,1784,3.5
10,8533,5.0
10,95543,3.5
10,2858,1.0
10,4306,4.5
10,5952,4.0
10,77841,2.0
10,106782,1.0
10,104374,4.0
10,8665,3.5
10,8808,3.0
10,31433,2.5
10,51662,3.0
10,49272,5.0
10,112006,4.0
10,107141,2.0
10,106489,3.5
10,70183,3.0
10,63992,4.5
10,68954,4.0
10,1907,4.0
10,6266,3.0
10,1088,3.0
10,30749,3.5
10,7153,4.0
10,106696,4.5
10,72720,3.5
10,82499,2.0
10,82167,3.5
10,41285,2.5
10,58559,4.5
10,95167,4.0
10,105211,2.5
10,113275,4.5
10,81845,5.0
10,7293,3.5
10,60950,2.0
10,3882,3.0
10,1307,3.0
10,119145,1.0
10,5943,3.0
10,84374,3.5
10,912,4.0
10,33679,3.0
10,1028,0.5
10,7451,3.5
10,588,4.0
10,59421,2.0
10,2571,0.5
10,8636,3.5
10,87222,3.5
10,8969,3.5
10,8869,5.0
10,4447,4.5
10,91529,5.0
10,2762,0.5
10,5066,3.0
10,5957,3.0
10,8970,1.0
10,356,3.5
10,2671,3.5
10,3578,4.0
10,109374,0.5
10,96079,5.0
10,97938,1.0
10,33794,5.0
11,377,3.0
11,1784,5.0
11,1391,1.0
11,44,2.0
11,1584,5.0
11,736,4.0
11,780,4.0
11,349,5.0
11,1704,4.0
11,170,4.0
11,493,3.0
11,474,4.0
11,1101,5.0
11,457,5.0
11,95,3.0
11,434,3.0
11,1597,4.0
11,1370,3.0
11,1586,4.0
11,1210,4.0
11,733,4.0
11,2002,2.0
11,2028,5.0
11,1358,4.0
11,1687,3.0
11,648,4.0
11,1693,5.0
11,1518,4.0
11,150,5.0
11,110,5.0
11,1385,3.0
11,356,5.0
12,2072,5.0
12,2717,5.0
12,8533,5.0
12,4018,4.5
12,2694,4.0
12,40629,5.0
12,3967,4.5
12,543,3.5
12,1405,3.0
12,256,5.0
12,2100,3.5
12,920,4.5
12,5620,4.0
12,39,4.0
12,2581,5.0
12,1265,3.5
13,3897,4.0
13,3977,3.0
13,3578,5.0
13,3409,2.0
13,4148,4.0
13,3827,4.0
13,1619,3.0
13,1639,4.0
13,2174,3.0
13,1590,4.0
13,597,3.0
13,2145,3.0
13,3717,3.0
13,1198,5.0
13,3624,4.0
13,3300,4.0
14,193,3.0
14,539,4.0
14,19,1.0
14,552,3.0
14,153,2.0
14,344,2.0
14,231,3.0
14,377,3.0
14,448,3.0
14,434,4.0
14,105,3.0
14,150,4.0
14,7,3.0
14,383,4.0
14,25,4.0
14,597,3.0
14,376,4.0
14,590,4.0
14,110,5.0
14,47,5.0
14,351,3.0
14,784,1.0
14,367,1.0
14,32,4.0
15,109374,2.0
15,152077,5.0
15,4226,1.5
15,3578,5.0
15,47,3.5
15,2329,4.5
15,72998,3.0
15,3147,5.0
15,84152,5.0
15,85414,3.5
15,5989,5.0
15,4022,3.5
15,260,5.0
15,4993,3.5
15,1653,4.5
15,8360,2.5
15,48780,4.5
15,2278,2.5
15,2028,3.5
15,59315,2.0
15,71057,4.0
15,1198,4.0
15,1196,5.0
15,4018,4.0
15,589,5.0
15,50872,3.0
15,5952,3.5
15,5971,2.0
15,1265,3.5
15,105504,4.0
15,110102,1.5
15,134853,4.5
15,71264,2.5
15,112852,1.5
15,4720,5.0
15,91500,3.0
15,101864,4.0
15,122924,1.0
15,122882,2.0
15,68954,3.5
15,4306,3.0
15,1240,4.0
15,158,1.0
15,166635,3.5
15,99114,1.0
15,4995,5.0
15,3535,3.5
15,120466,2.5
15,160980,3.5
15,2858,4.0
15,166528,5.0
15,48304,4.5
15,7438,3.0
15,68237,3.0
15,849,2.0
15,104841,4.5
15,3949,4.0
15,84954,4.5
15,1527,3.0
15,69757,4.0
15,115149,2.0
15,1200,5.0
15,3555,4.0
15,63859,3.0
15,6502,3.5
15,1214,5.0
15,2916,4.5
15,103249,3.5
16,1213,3.5
16,319,4.0
16,6350,3.5
16,2762,3.5
16,1704,3.5
16,2858,3.5
16,1230,4.0
16,1207,4.0
16,1299,4.0
16,2329,3.5
16,745,4.0
16,5952,3.5
16,60069,4.0
16,78499,4.5
16,593,3.0
16,7361,3.5
16,527,4.0
16,2490,3.0
16,1188,2.5
16,5971,4.0
16,296,3.0
16,4973,4.0
16,1199,5.0
16,1136,4.0
16,1214,4.0
16,3741,4.0
16,4011,3.0
16,1193,4.0
16,4993,3.5
16,79132,3.0
16,2959,3.5
16,2641,3.0
16,68954,4.0
16,1267,4.0
16,7153,3.5
16,356,3.5
16,50,4.0
16,2707,3.5
16,1198,3.5
16,4878,3.5
16,5782,4.0
16,27773,4.0
16,1276,4.0
16,3108,4.0
16,1203,4.0
16,1147,4.0
16,7099,3.5
16,1186,3.5
16,904,3.5
17,1036,4.0
17,2571,5.0
17,750,4.5
17,1210,5.0
17,3702,3.5
17,1093,4.0
17,2028,4.5
17,1197,3.5
17,3681,4.5
17,2717,3.5
17,1221,4.5
17,3147,4.5
17,110,4.5
17,7099,5.0
17,4993,4.5
17,527,4.5
17,58559,4.5
17,82459,4.0
17,111,4.0
17,1206,5.0
17,2194,4.0
17,296,5.0
17,1089,4.0
17,2502,4.5
17,1196,5.0
17,64839,3.5
17,1732,5.0
17,1228,4.5
17,2019,3.5
17,81932,3.5
17,1100,3.5
17,1240,5.0
17,1090,4.5
17,589,4.5
17,1405,4.0
17,68358,4.5
17,1201,5.0
17,80463,4.0
17,31658,4.5
17,3039,4.5
17,48394,4.5
17,899,3.5
17,33794,4.0
17,3263,4.0
17,4571,4.0
17,7153,4.5
17,47,4.0
17,858,5.0
17,293,3.5
17,910,3.5
17,48516,4.0
17,480,4.5
18,55290,4.5
18,85414,3.5
18,6539,4.5
18,150548,4.0
18,158972,3.5
18,4306,4.0
18,1517,2.5
18,53318,2.5
18,5995,4.5
18,4896,3.5
18,628,3.5
18,3896,4.0
18,5481,3.0
18,6870,4.0
18,102125,3.5
18,1784,3.5
18,653,3.0
18,1617,4.0
18,3462,4.0
18,2420,4.0
18,1095,4.0
18,69122,3.0
18,114060,3.5
18,68157,3.5
18,924,4.0
18,2411,3.0
18,4963,4.0
18,37741,4.0
18,223,4.0
18,122892,3.5
18,5445,4.0
18,86880,3.0
18,1198,4.0
18,8798,4.0
18,1676,3.5
18,55276,4.0
18,1212,4.5
18,122886,4.0
18,68073,4.5
18,64197,4.5
18,109487,4.5
18,367,2.5
18,27878,4.5
18,8917,3.5
18,54272,3.5
18,97938,3.0
18,5816,3.5
18,33004,3.0
18,80489,4.0
18,364,3.0
18,208,3.0
18,4007,4.0
18,34,2.5
18,50,5.0
18,162606,3.5
18,7438,3.5
18,32460,3.5
18,7147,4.5
18,45517,3.5
18,356,4.5
18,36529,4.0
18,34150,3.5
18,185135,4.5
18,96432,4.0
18,586,3.5
18,2951,4.5
18,72378,3.0
18,59615,2.5
18,47200,3.0
18,122926,3.5
18,1527,3.5
18,99114,4.0
18,46578,3.5
18,1732,4.5
18,73323,4.5
18,73499,3.5
18,7373,3.5
18,60756,3.0
18,8784,3.5
18,8665,4.0
18,260,4.0
18,160438,3.0
18,1608,3.0
18,380,2.5
18,86190,3.5
18,5120,4.5
18,87232,4.0
18,31685,2.0
18,6440,4.5
18,1252,4.0
18,1136,4.5
18,3257,3.0
18,106489,3.5
18,2762,4.5
18,77561,4.0
18,139385,3.5
18,858,4.0
18,88094,3.0
18,1222,4.5
18,2,3.0
18,2184,3.0
18,5608,4.0
18,69640,4.0
18,502,2.0
18,2329,4.0
18,5669,3.5
18,73321,3.5
18,1210,4.5
18,1221,5.0
18,74948,4.0
18,5574,3.5
18,5464,4.0
18,7317,3.0
18,80219,3.5
18,1086,4.0
18,106072,3.5
18,159093,3.5
18,49651,3.5
18,88129,3.0
18,38038,4.0
18,3081,4.0
18,1544,3.5
18,1193,4.5
18,106839,4.0
18,457,3.5
18,6378,3.0
18,79132,4.5
18,56757,4.0
18,7361,4.0
18,7753,3.5
18,72011,3.5
18,58559,4.0
18,66934,4.0
18,176101,3.5
18,2058,3.5
18,27831,3.5
18,142488,4.5
18,5679,4.0
18,166015,3.5
18,1580,3.5
18,6874,3.5
18,2012,3.0
18,79702,4.0
18,6863,3.5
18,157110,4.5
18,4239,4.0
18,37729,4.0
18,1,3.5
18,78499,4.0
18,48516,4.5
18,116797,4.5
18,98124,4.0
18,145,3.5
18,2268,4.0
18,34405,3.5
18,106782,3.0
18,4816,3.0
18,6365,3.5
18,145283,3.5
18,589,4.5
18,162350,3.5
18,62434,3.5
18,134853,3.5
18,849,3.5
18,50872,3.5
18,6377,4.0
18,55118,4.5
18,1223,4.5
18,648,3.0
18,6934,3.0
18,90600,4.0
18,73268,3.5
18,2409,4.0
18,128620,3.5
18,608,4.5
18,37386,1.5
18,78469,3.0
18,6888,0.5
18,1805,3.5
18,70,3.5
18,431,4.0
18,117176,4.0
18,165,4.0
18,2011,3.5
18,96610,3.0
18,114066,4.0
18,46965,1.0
18,47491,4.0
18,76251,4.5
18,118900,3.5
18,60074,2.5
18,53996,3.0
18,92094,3.5
18,293,4.5
18,64839,3.5
18,122900,4.0
18,1207,4.5
18,57669,4.0
18,58295,3.5
18,1245,4.0
18,1036,4.0
18,30793,4.0
18,329,4.0
18,60040,3.5
18,84392,4.5
18,1356,4.5
18,96488,4.0
18,1291,4.0
18,3793,4.0
18,36,4.0
18,500,3.5
18,1201,5.0
18,74458,4.5
18,3578,4.5
18,64614,3.5
18,1234,4.5
18,8644,3.5
18,5956,4.0
18,104241,3.0
18,4728,3.0
18,98809,4.0
18,71156,3.0
18,1370,3.5
18,2918,3.5
18,8957,3.5
18,177593,4.5
18,163,4.0
18,97752,3.5
18,2324,4.5
18,69951,3.5
18,2421,3.0
18,116823,3.5
18,141688,4.0
18,5989,4.0
18,134130,4.5
18,6333,4.0
18,231,2.5
18,157108,4.5
18,1275,3.5
18,2412,3.0
18,2278,3.5
18,7018,3.5
18,4262,4.0
18,99813,4.0
18,919,4.0
18,83349,3.0
18,63131,3.5
18,158238,4.0
18,1089,4.0
18,1466,4.0
18,5349,4.0
19,2232,3.0
19,231,2.0
19,1330,2.0
19,3370,2.0
19,3146,1.0
19,1479,3.0
19,3248,2.0
19,1542,2.0
19,2374,2.0
19,1193,4.0
19,1584,3.0
19,141,1.0
19,377,4.0
19,1333,3.0
19,1086,4.0
19,832,2.0
19,911,3.0
19,3797,3.0
19,3238,1.0
19,92,2.0
19,2491,4.0
19,903,5.0
19,173,1.0
19,158,3.0
19,606,2.0
19,3033,2.0
19,3175,4.0
19,474,3.0
19,1238,3.0
19,1681,3.0
19,1967,5.0
19,2672,3.0
19,3301,2.0
19,3421,4.0
19,1754,2.0
19,2387,3.0
19,422,3.0
19,558,2.0
19,494,2.0
19,1653,4.0
19,3505,3.0
19,2428,3.0
19,2617,3.0
19,3708,2.0
19,2915,2.0
19,3258,2.0
19,1805,3.0
19,293,4.0
19,1556,1.0
19,434,3.0
19,3213,4.0
19,1747,2.0
19,830,2.0
19,1973,2.0
19,541,4.0
19,915,2.0
19,913,5.0
19,490,2.0
19,2502,2.0
19,2396,4.0
19,455,2.0
19,2088,3.0
19,1339,2.0
19,3254,2.0
19,165,3.0
19,610,3.0
19,3515,3.0
19,783,4.0
19,208,2.0
19,2416,3.0
19,2094,4.0
19,1882,2.0
19,367,4.0
19,2539,2.0
19,2641,3.0
19,3440,2.0
19,273,1.0
19,235,4.0
19,3398,2.0
19,2244,2.0
19,3534,2.0
19,931,4.0
19,3387,2.0
19,3484,2.0
19,537,1.0
19,1016,3.0
19,724,4.0
19,2005,4.0
19,104,2.0
19,2857,3.0
19,2959,5.0
19,762,1.0
19,2027,1.0
19,2092,2.0
19,350,2.0
19,2572,3.0
19,3550,3.0
19,837,4.0
19,587,3.0
19,2261,2.0
19,2203,3.0
19,1380,3.0
19,1372,5.0
19,1566,4.0
19,2418,2.0
19,3835,2.0
19,1214,4.0
19,3393,1.0
19,1593,2.0
19,2762,4.0
19,2263,2.0
19,2628,3.0
19,3839,1.0
19,65,2.0
19,1267,3.0
19,588,3.0
19,364,3.0
19,1021,2.0
19,2148,2.0
19,2002,3.0
19,2643,1.0
19,2,3.0
19,2044,3.0
19,2060,3.0
19,3104,2.0
19,2145,2.0
19,2016,3.0
19,3826,1.0
19,1265,4.0
19,1457,3.0
19,370,3.0
19,2467,3.0
19,1097,5.0
19,2808,2.0
19,627,2.0
19,965,2.0
19,1196,4.0
19,3070,5.0
19,1307,3.0
19,2034,2.0
19,3108,4.0
19,329,2.0
19,2706,3.0
19,1064,2.0
19,1441,3.0
19,1461,3.0
19,2791,2.0
19,2455,2.0
19,3706,3.0
19,1748,3.0
19,3400,3.0
19,10,2.0
19,1895,2.0
19,933,4.0
19,2867,3.0
19,2407,2.0
19,2174,4.0
19,1499,1.0
19,2048,3.0
19,3510,3.0
19,435,2.0
19,1645,2.0
19,1676,2.0
19,1648,2.0
19,2054,3.0
19,3548,2.0
19,1881,1.0
19,1597,2.0
19,1848,2.0
19,344,2.0
19,3409,2.0
19,1391,3.0
19,1129,3.0
19,1234,4.0
19,338,2.0
19,1049,2.0
19,1569,3.0
19,3763,3.0
19,2108,3.0
19,2700,4.0
19,829,2.0
19,2248,3.0
19,2040,2.0
19,512,2.0
19,3705,2.0
19,3608,3.0
19,1489,2.0
19,1588,2.0
19,1590,1.0
19,2105,3.0
19,3479,3.0
19,1278,4.0
19,7,2.0
19,3622,3.0
19,2026,2.0
19,2719,2.0
19,1359,3.0
19,1923,4.0
19,102,1.0
19,3825,3.0
19,1032,1.0
19,709,2.0
19,3032,3.0
19,2414,3.0
19,2804,3.0
19,3692,3.0
19,1562,1.0
19,196,2.0
19,2097,3.0
19,1474,2.0
19,904,5.0
19,1732,3.0
19,2453,3.0
19,445,2.0
19,674,4.0
19,2046,2.0
19,1909,3.0
19,2072,2.0
19,1658,5.0
19,1617,4.0
19,353,5.0
19,2335,3.0
19,2001,2.0
19,1679,2.0
19,13,3.0
19,1894,2.0
19,3255,2.0
19,2806,2.0
19,3397,2.0
19,1047,3.0
19,2052,2.0
19,2123,3.0
19,1347,2.0
19,186,2.0
19,3501,2.0
19,2082,3.0
19,1291,5.0
19,2100,3.0
19,1783,1.0
19,2985,3.0
19,1378,3.0
19,3176,1.0
19,1690,1.0
19,3113,2.0
19,543,3.0
19,223,3.0
19,1240,4.0
19,2860,2.0
19,520,2.0
19,2558,2.0
19,1259,3.0
19,1394,3.0
19,799,3.0
19,3798,2.0
19,720,4.0
19,2133,3.0
19,3048,2.0
19,3361,2.0
19,2465,1.0
19,3476,3.0
19,1551,2.0
19,637,2.0
19,170,3.0
19,2916,3.0
19,3754,4.0
19,2642,1.0
19,1407,3.0
19,986,3.0
19,3500,2.0
19,1376,4.0
19,3793,4.0
19,2513,1.0
19,3744,2.0
19,480,2.0
19,3837,1.0
19,2581,3.0
19,2446,2.0
19,1784,2.0
19,1855,2.0
19,3535,2.0
19,3101,1.0
19,2355,3.0
19,185,2.0
19,1924,2.0
19,2710,2.0
19,256,1.0
19,1374,5.0
19,466,3.0
19,423,3.0
19,1258,2.0
19,2701,1.0
19,1812,3.0
19,3686,3.0
19,2733,2.0
19,3156,1.0
19,1379,2.0
19,1324,2.0
19,1722,3.0
19,1968,2.0
19,592,5.0
19,2788,2.0
19,1198,5.0
19,3699,2.0
19,743,2.0
19,380,3.0
19,1297,4.0
19,1573,4.0
19,1089,3.0
19,539,3.0
19,348,2.0
19,2883,3.0
19,1779,2.0
19,3693,2.0
19,3039,3.0
19,356,2.0
19,3489,2.0
19,1197,5.0
19,2279,2.0
19,32,4.0
19,1994,3.0
19,332,2.0
19,319,1.0
19,3394,3.0
19,258,3.0
19,2968,5.0
19,3481,2.0
19,3269,2.0
19,1806,2.0
19,2227,3.0
19,366,2.0
19,2640,3.0
19,3751,3.0
19,1200,3.0
19,1862,1.0
19,2320,3.0
19,742,3.0
19,3264,3.0
19,1092,2.0
19,2253,4.0
19,1831,2.0
19,2668,2.0
19,1717,3.0
19,289,2.0
19,2953,3.0
19,1356,3.0
19,2424,2.0
19,252,3.0
19,3424,2.0
19,2003,3.0
19,64,2.0
19,1427,1.0
19,2468,2.0
20,4979,4.0
20,5378,4.0
20,3410,4.0
20,3408,3.5
20,5679,3.5
20,4638,1.5
20,3438,4.0
20,4816,3.5
20,3753,3.0
20,4154,4.0
20,4734,1.0
20,2709,5.0
20,3512,3.0
20,1547,3.0
20,3300,3.0
20,2083,5.0
20,4449,2.0
20,6297,4.0
20,5103,4.0
20,783,3.5
20,5013,4.5
20,3994,2.5
20,4090,3.5
20,4378,3.5
20,3784,2.5
20,4161,3.5
20,5816,4.5
20,3483,3.5
20,3578,4.5
20,2746,4.5
20,1029,4.5
20,661,5.0
20,2080,4.0
20,1333,3.5
20,2033,4.0
20,1018,3.5
20,1876,2.0
20,2141,4.5
20,3536,1.5
20,4226,3.5
20,5254,3.0
20,1919,3.5
20,4344,3.5
20,594,5.0
20,986,3.5
20,158,3.0
20,364,5.0
20,5218,5.0
20,4308,3.5
20,1025,5.0
20,5015,4.0
20,2054,2.5
20,48,5.0
20,2857,4.0
20,3882,2.5
20,4641,3.0
20,3114,5.0
20,531,4.5
20,34,4.0
20,3744,1.0
20,3990,0.5
20,1148,5.0
20,2804,5.0
20,5014,4.0
20,3301,3.5
20,3034,5.0
20,317,3.5
20,2048,3.5
20,6166,1.5
20,2,3.0
20,239,4.5
20,4776,3.5
20,3986,2.5
20,1030,3.0
20,2078,4.5
20,3615,2.5
20,2987,5.0
20,6333,4.0
20,4896,4.5
20,914,4.5
20,3988,3.5
20,3159,5.0
20,2167,2.0
20,4022,3.5
20,5502,3.0
20,3397,5.0
20,3977,3.5
20,4370,3.0
20,801,2.5
20,4299,3.5
20,6365,4.0
20,5418,3.0
20,4446,3.5
20,3972,3.0
20,720,5.0
20,4720,3.5
20,4367,0.5
20,5630,3.5
20,4993,5.0
20,2140,4.0
20,4447,3.0
20,4039,5.0
20,2700,4.5
20,2770,2.5
20,5364,4.0
20,5952,5.0
20,919,5.0
20,1566,4.5
20,5481,1.0
20,3967,4.5
20,4995,5.0
20,837,4.0
20,1282,4.5
20,1947,5.0
20,5618,5.0
20,2941,4.0
20,2657,5.0
